random_order,id,level,dist_id,district,school,state,county,city,address,zip,cleaned
1240,231481223141,High,2314812.0,Baxter Academy For Technology And Science,Baxter Academy For Tech & Sciences,ME,Cumberland County,Portland,175 Lancaster Street,04101,Baxter Academy For Tech & Sciences
1241,540024000153,Elementary,5400240.0,Clay County Schools,Lizemore Elementary School,WV,Clay County,Lizemore,100 LIZEMORE LION ROAD,25125,Lizemore Elementary School
1242,100017000029,High,1000170.0,Cape Henlopen School District,Cape Henlopen High School,DE,Sussex County,Lewes,1250 Kings Highway,19958,Cape Henlopen High School
1243,00425023,Elementary,Nan,Nan,Meadow Lane School,IN,Lagrange,Lagrange,2450 S 300 W,46761,Meadow Lane School
1244,A1702172,Combined Elem/Sec,Nan,Nan,Sylva Bay Academy,MS,Jasper,Bay Springs,PO BOX J,39422,Sylva Bay Academy
1245,090171000308,Elementary,901710.0,Greenwich School District,Riverside School,CT,Fairfield County,Riverside,90 Hendrie Ave.,06878,Riverside School
1246,01922352,Combined Elem/Sec,Nan,Nan,Caravel Academy,DE,New Castle,Bear,2801 DEL LAWS RD,19701,Caravel Academy
1247,00349163,Elementary,Nan,Nan,Our Lady Queen Of Peace School,IL,Madison,Bethalto,618 N PRAIRIE ST,62010,Our Lady Queen Of Peace School
1248,320006000405,High,3200060.0,Clark County School District,Cheyenne High School,NV,Clark County,North Las Vegas,3200 W. Alexander Rd.,89032,Cheyenne High School
1249,490006301528,High,4900063.0,No. Ut. Acad. For Math Engineering & Science,No. Ut. Acad. Of Math Engineering & Science Ogden,UT,Weber County,Ogden,1265 Village Dr.  Dept. 4006,84408,No. Ut. Academy. Of Math Engineering & Science Ogden
1250,390453202176,Elementary,3904532.0,Columbiana Exempted Village,Joshua Dixon Elementary School,OH,Columbiana County,Columbiana,333 N Middle St,44408,Joshua Dixon Elementary School
1251,Aa890514,Elementary,Nan,Nan,Covenant Christian School,MS,Yazoo,Yazoo City,PO BOX 1108,39194,Covenant Christian School
1252,A0700370,Combined Elem/Sec,Nan,Nan,Watershed School,CO,Boulder,Boulder,1661 ALPINE AVE,80304,Watershed School
1253,171337003896,Middle,1713370.0,Edgar County Cud 6,Chrisman-Scottland Jr High School,IL,Edgar County,Chrisman,23231 IL Highway 1,61924,Chrisman-Scottland Jr High School
1254,A0300050,Elementary,Nan,Nan,Gateway Christian Schools,AK,Ketchikan Gateway,Ketchikan,3704 DENALI AVE,99901,Gateway Christian Schools
1255,350016201098,High,3500060.0,Albuquerque Public Schools,Health Leadership High School,NM,Nan,Albuquerque,1900 RANDOLPH RD. SE,87106,Health Leadership High School
1256,Aa000446,Elementary,Nan,Nan,Eisenhauer Rd Baptist School,TX,Bexar,San Antonio,3950 EISENHAUER RD,78218,Eisenhauer Rd Baptist School
1257,272835001253,Elementary,2728350.0,Pillager Public School District,Pillager Elementary,MN,Cass County,Pillager,323 E 2ND ST S,56473,Pillager Elementary School
1258,00208406,Elementary,Nan,Nan,St Louis Elementary School,CO,Arapahoe,Englewood,3301 S SHERMAN ST,80113,St Louis Elementary School
1259,A1502400,Combined Elem/Sec,Nan,Nan,Adventist Academy Of Santa Fe,NM,Santa Fe,Santa Fe,PO BOX 28327,87592,Adventist Academy Of Santa Fe
1260,320002200883,Elementary,3200022.0,Achievement School District,Democracy Prep At Agassi Elementary,NV,Clark County,Las Vegas,1201 W Lake Mead Blvd,89106,Democracy Prep At Agassi Elementary School
1261,040034403467,Middle,400344.0,Pathways Km Charter Schools Inc (78890),Bella Vista Academy,AZ,Maricopa County,Scottsdale,33401 N. 56th Street,85266,Bella Vista Academy
1262,A9900179,Combined Elem/Sec,Nan,Nan,Maranatha Baptist Christian School,AR,Union,El Dorado,2165 SMACKOVER HWY,71730,Maranatha Baptist Christian School
1263,00349152,Elementary,Nan,Nan,St John The Evangelist School,IL,Greene,Carrollton,426 3RD ST,62016,St John The Evangelist School
1264,500570000200,Middle,5000410.0,Montpelier-Roxbury Unified Union School District,Main Street School,VT,Nan,Montpelier,170 Main Street,05602,Main Street School
1265,A9901966,Combined Elem/Sec,Nan,Nan,Christian Academy Of Carrollton,KY,Carroll,Carrollton,1703 EASTER DAY RD,41008,Christian Academy Of Carrollton
1266,02067813,Combined Elem/Sec,Nan,Nan,Pipestem Christian Academy,WV,Summers,Pipestem,9549 S SR 20,25979,Pipestem Christian Academy
1267,370297002826,Elementary,3702970.0,Charlotte-Mecklenburg Schools,Elon Park Elementary,NC,Mecklenburg County,Charlotte,11425 Ardrey Kell Rd,28277,Elon Park Elementary School
1268,170020406201,Middle,1700204.0,Rock Island Roe,Coolidge Rssp,IL,Rock Island County,Moline,3428 Ave of Cities,61265,Coolidge Rssp
1269,240002701669,High,2400027.0,Seed School Of Maryland,The Seed School Of Maryland,MD,Baltimore City,Baltimore,200 Font Hill Avenue,21223,The Seed School Of Maryland
1270,K9500018,Elementary,Nan,Nan,Cross Roads Preschool & Kindergarten,AZ,Maricopa,Phoenix,7901 N CENTRAL AVE,85020,Cross Roads Preschool & Kindergarten
1271,02023092,Combined Elem/Sec,Nan,Nan,Trinity Christian School,HI,Honolulu,Kailua,875 AULOA RD,96734,Trinity Christian School
1272,530111000203,Elementary,5301110.0,Central Valley School District,University Elementary School,WA,Spokane County,Spokane Valley,1613 S University Rd,99206,University Elementary School
1273,050306001544,Middle,503060.0,Bentonville School District,Bright Field Middle School,AR,Benton County,Bentonville,5101 SW BRIGHT RD,72712,Bright Field Middle School
1274,00846948,Elementary,Nan,Nan,Our Lady Of Las Vegas School,NV,Clark,Las Vegas,3046 ALTA DR,89107,Our Lady Of Las Vegas School
1275,411004000878,Elementary,4110040.0,Portland Sd 1J,Bridlemile Elementary School,OR,Multnomah County,Portland,4300 SW 47th Dr,97221,Bridlemile Elementary School
1276,180405000696,High,1804050.0,Greenfield-Central Com Schools,Greenfield-Central High School,IN,Hancock County,Greenfield,810 N Broadway,46140,Greenfield-Central High School
1277,A9503105,Combined Elem/Sec,Nan,Nan,Brisbane Academy Preparatory School,NC,Mecklenburg,Charlotte,5901 STATESVILLE RD,28269,Brisbane Academy Preparatory School
1278,361738001547,Middle,3617380.0,Lindenhurst Union Free School District,Lindenhurst Middle School,NY,Suffolk County,Lindenhurst,350 S WELLWOOD AVE,11757,Lindenhurst Middle School
1279,390159805979,Elementary,3901598.0,Inspire Charter School - Elementary,Inspire Charter School - Elementary,OH,Nan,Columbus,875 Michigan Ave,43215,Inspire Charter School - Elementary School
1280,00298106,Combined Elem/Sec,Nan,Nan,Pinewood Christian Academy,GA,Evans,Bellville,PO BOX 7,30414,Pinewood Christian Academy
1281,450246000612,Middle,4502460.0,Hampton 02,Estill Middle,SC,Hampton County,Estill,1450 Columbia Highway Suite B,29918,Estill Middle School
1282,A1100433,Elementary,Nan,Nan,The Cottage School - Terry,CO,Boulder,Longmont,1941 TERRY ST,80501,The Cottage School - Terry
1283,A1500676,Elementary,Nan,Nan,High Road School Of Wallingford -Hartford Primary,CT,Hartford,Hartford,55 WAVERLY ST,06112,High Road School Of Wallingford -Hartford Primary
1284,260105608577,High,2601056.0,Way Academy - Flint,Way Academy  Flint Flint Campus,MI,Genesee County,Flint,817 E Kearsley St,48503,Way Academy  Flint Flint Campus
1285,170993001054,Elementary,1709930.0,City Of Chicago Sd 299,Reilly Elem School,IL,Cook County,Chicago,3650 W School St,60618,Reilly Elem School
1286,A1301435,Combined Elem/Sec,Nan,Nan,Pilgrim Christian School,KS,Reno,Hutchinson,5013 S DEAN RD,67501,Pilgrim Christian School
1287,260031001754,Elementary,2600310.0,Prevail Academy,Prevail Academy,MI,Macomb County,Mount Clemens,353 CASS AVE,48043,Prevail Academy
1288,020057000254,Elementary,200570.0,Nome Public Schools,Nome Elementary,AK,Nome Census Area,Nome,6th Ave/K St,99762,Nome Elementary School
1289,466627001128,Elementary,4666270.0,Sioux Falls School District 49-5,All City Elementary - 50,SD,Minnehaha County,Sioux Falls,2511 W Brookings St,57104,All City Elementary - 50
1290,370011302553,Elementary,3700113.0,Preeminent Charter School,Preeminent Charter,NC,Wake County,Raleigh,3815 Rock Quarry Road,27610,Preeminent Charter
1291,A0301508,Elementary,Nan,Nan,Maple Lane School,IN,Allen,Grabill,13123 SPRINGFIELD CENTER RD,46741,Maple Lane School
1292,370192000798,High,3701920.0,Guilford County Schools,Ben L. Smith High School,NC,Guilford County,Greensboro,2407 South Holden Road,27407,Ben L. Smith High School
1293,060001509084,Middle,600015.0,Lucerne Valley Unified,Lucerne Valley Middle,CA,San Bernardino County,Lucerne Valley,33233 Rabbit Springs Rd.,92356,Lucerne Valley Middle School
1294,A9703630,Combined Elem/Sec,Nan,Nan,Trinity Christian School,WV,Monongalia,Morgantown,200 TRINITY WAY,26505,Trinity Christian School
1295,01461978,Combined Elem/Sec,Nan,Nan,Bellevue Christian School,WA,King,Clyde Hill,1601 98TH AVE NE,98004,Bellevue Christian School
1296,080192001321,High,801920.0,Academy School District No. 20 In The County Of El Paso An,Rampart High School,CO,El Paso County,Colorado Springs,8250 LEXINGTON DRIVE,80920,Rampart High School
1297,A1303114,Combined Elem/Sec,Nan,Nan,High Road School Of Providence,RI,Providence,Providence,100 HOUGHTON ST,02904,High Road School Of Providence
1298,262598006249,Elementary,2625980.0,Northville Public Schools,Silver Springs Elementary School,MI,Wayne County,Northville,19801 SILVER SPRING DR,48167,Silver Springs Elementary School
1299,130174004159,High,1301740.0,Dekalb County,Tapestry Public Charter School,GA,Dekalb County,Doraville,3130 Raymond Dr,30340,Tapestry Public Charter School
1300,410690001797,Elementary,4106900.0,Three Rivers/Josephine County Sd,Sunny Wolf Charter School,OR,Josephine County,Wolf Creek,100 Ruth Ave,97497,Sunny Wolf Charter School
1301,00599941,Elementary,Nan,Nan,Immaculate Conception,MA,Suffolk,Revere,127 WINTHROP AVE,02151,Immaculate Conception
1302,330717000495,Middle,3307170.0,Windham School District,Windham Middle School,NH,Rockingham County,Windham,112A Lowell Rd.,03087,Windham Middle School
1303,A9103135,Combined Elem/Sec,Nan,Nan,The Benedictine School,MD,Caroline,Ridgely,14299 BENEDICTINE LN,21660,The Benedictine School
1304,420012600848,Elementary,4200126.0,Bear Creek Community Cs,Bear Creek Community Cs,PA,Luzerne County,Bear Creek Township,30 Charter School Way,18702,Bear Creek Community Cs
1305,330147000007,Middle,3301470.0,Amherst School District,Amherst Middle School,NH,Hillsborough County,Amherst,Cross Rd.,03031,Amherst Middle School
1306,341782000916,Elementary,3417820.0,Westwood Regional School District,Brookside Elementary School,NJ,Bergen County,Westwood,20 LAKE DRIVE,07675,Brookside Elementary School
1307,A9300335,Combined Elem/Sec,Nan,Nan,Cole Valley Christian Schools,ID,Ada,Meridian,200 E CARLTON AVE,83642,Cole Valley Christian Schools
1308,490000500801,Elementary,4900005.0,American Preparatory Academy - Lea,American Preparatory Academy - Draper #1,UT,Salt Lake County,Draper,12892 S PONY EXPRESS RD,84020,American Preparatory Academy - Draper #1
1309,350015000136,Middle,3500150.0,Aztec Municipal Schools,C.V. Koogler Middle,NM,San Juan County,Aztec,455 NORTH LIGHT PLANT RD,87410,C.V. Koogler Middle School
1310,440001400472,Middle,4400014.0,Segue Institute For Learning,Segue Inst For Learning,RI,Providence County,Central Falls,325 Cowden Street,02863,Segue Inst For Learning
1311,A9304008,Combined Elem/Sec,Nan,Nan,Union Grove Mennonite School,PA,Lancaster,East Earl,1508 UNION GROVE RD,17519,Union Grove Mennonite School
1312,250711001067,High,2507110.0,Lynn,Classical High,MA,Essex County,Lynn,235 O Callaghan Way,01905,Classical High School
1313,130012000060,Middle,1300120.0,Atlanta Public Schools,Price Middle School,GA,Fulton County,Atlanta,1670 Benjamin Weldon Bickers,30315,Price Middle School
1314,466546000576,Elementary,4665460.0,Oglala Lakota County 65-1,Rockyford School - 03,SD,Oglala Lakota County,Porcupine,14 BIA 33,57772,Rockyford School - 03
1315,370041003390,Elementary,3700410.0,Mallard Creek Stem Academy,Mallard Creek Stem Academy,NC,Mecklenburg County,Charlotte,9142 Browne Rd,28269,Mallard Creek Stem Academy
1316,100079000096,Elementary,1000790.0,Lake Forest School District,Lake Forest North Elementary School,DE,Kent County,Felton,319 East Main Street,19943,Lake Forest North Elementary School
1317,280019201471,Middle,2800192.0,Joel E. Smillow Prep,Joel E. Smilow Prep,MS,Hinds County,Jackson,787 E. NORTHSIDE DRIVE,39206,Joel E. Smilow Prep
1318,110004800388,Elementary,1100048.0,Dc Prep Pcs,Dc Prep Pcs - Edgewood Es,DC,District Of Columbia,Washington,707 Edgewood St NE,20017,Dc Prep Pcs - Edgewood Elementary School
1319,330329800713,Middle,3303298.0,The Founders Academy Charter School District,The Founders Academy Charter School (E),NH,Hillsborough County,Manchester,5 Perimeter Rd,03103,The Founders Academy Charter School (E)
1320,01295002,Elementary,Nan,Nan,St Patrick Catholic School,TN,Humphreys,Mc Ewen,175 SAINT PATRICK ST,37101,St Patrick Catholic School
1321,01262881,Elementary,Nan,Nan,St Andrew Catholic School,SC,Horry,Myrtle Beach,3601 N KINGS HWY,29577,St Andrew Catholic School
1322,490017001456,Elementary,4900170.0,Scholar Academy,Scholar Academy,UT,Tooele County,Tooele,928 N 100 E,84074,Scholar Academy
1323,00810194,Elementary,Nan,Nan,St Wenceslaus Elementary School,NE,Dodge,Dodge,212 N LINDEN ST,68633,St Wenceslaus Elementary School
1324,490021000870,Elementary,4900210.0,Davis District,West Clinton School,UT,Davis County,Clinton,2826 W 1800 N,84015,West Clinton School
1325,00231617,Elementary,Nan,Nan,St Peter School,CT,Fairfield,Danbury,98 MAIN ST,06810,St Peter School
1326,A9100194,Combined Elem/Sec,Nan,Nan,Union Christian Academy,AR,Sebastian,Fort Smith,4201 WINDSOR DR,72904,Union Christian Academy
1327,170993006454,High,1709930.0,City Of Chicago Sd 299,Noble St Chtr-Hansberry Prep Slvr,IL,Cook County,Chicago,8748 S Aberdeen St,60620,Noble St Chtr-Hansberry Prep Slvr
1328,A0902071,Elementary,Nan,Nan,Trinity Lutheran Classical School,MT,Custer,Miles City,221 S CENTER AVE,59301,Trinity Lutheran Classical School
1329,470159000626,High,4701590.0,Hamilton County,Brainerd High School,TN,Hamilton County,Chattanooga,1020  N  Moore RD,37411,Brainerd High School
1330,350280000678,Middle,3502800.0,Zuni Public Schools,Zuni Middle,NM,Mckinley County,Zuni,17 MID SCHOOL DR,87327,Zuni Middle School
1331,510027000098,Middle,5100270.0,Arlington Co Pblc Schs,Jefferson Middle,VA,Arlington County,Arlington,125 S Old Glebe Rd,22204,Jefferson Middle School
1332,273384001590,Elementary,2733840.0,St. Paul Public School District,Highland Park Elementary,MN,Ramsey County,Saint Paul,1700 SAUNDERS AVE,55116,Highland Park Elementary School
1333,421560006181,High,4215600.0,Monessen City Sd,Monessen Shs,PA,Westmoreland County,Monessen,1245 State Rd,15062,Monessen Shs
1334,210299000703,Middle,2102990.0,Jefferson County,Crosby Middle,KY,Jefferson County,Middletown,303 Gatehouse Lane,40243,Crosby Middle School
1335,231188000933,Elementary,2314809.0,Rsu 09,Academy Hill School,ME,Franklin County,Wilton,585 Depot St,04294,Academy Hill School
1336,A0500820,Combined Elem/Sec,Nan,Nan,Hope Christian Academy,CO,Jefferson,Littleton,7462 S EVERETT ST,80128,Hope Christian Academy
1337,063045006676,Middle,601602.0,Piner-Olivet Charter District,Piner-Olivet Charter,CA,Nan,Santa Rosa,2707 Francisco Ave.,95403,Piner-Olivet Charter
1338,00326747,Elementary,Nan,Nan,Hongwanji Mission School,HI,Honolulu,Honolulu,1728 PALI HWY,96813,Hongwanji Mission School
1339,A9502963,Combined Elem/Sec,Nan,Nan,Gesher Yehuda,NY,Kings,Brooklyn,49 AVE T,11223,Gesher Yehuda
1340,440105000275,Middle,4401050.0,Tiverton,Tiverton Middle School,RI,Newport County,Tiverton,10 Quintal Drive,02878,Tiverton Middle School
1341,340096000016,Elementary,3400960.0,Atlantic City School District,Chelsea Heights School,NJ,Atlantic County,Atlantic City,4101  Filbert Avenue,08401,Chelsea Heights School
1342,A0903775,Combined Elem/Sec,Nan,Nan,Valley Christian School,WA,Spokane,Spokane Valley,10212 E 9TH AVE,99206,Valley Christian School
1343,01432255,Elementary,Nan,Nan,St Agnes School,VA,Arlington,Arlington,2024 N RANDOLPH ST,22207,St Agnes School
1344,A0971606,Elementary,Nan,Nan,Creative Kids Learning Center,OK,Cleveland,Oklahoma City,335 SW 134TH ST,73170,Creative Kids Learning Center
1345,00048541,Combined Elem/Sec,Nan,Nan,Marvell Academy,AR,Phillips,Marvell,PO BOX 277,72366,Marvell Academy
1346,01923436,Combined Elem/Sec,Nan,Nan,Coon Rapids Christian,MN,Anoka,Coon Rapids,11164 HANSON BLVD NW,55433,Coon Rapids Christian
1347,A9503838,Combined Elem/Sec,Nan,Nan,Hermitage Hall,TN,Davidson,Nashville,1220 8TH AVE S,37203,Hermitage Hall
1348,550702002952,High,5507020.0,Janesville School District,Rock University High,WI,Rock County,Janesville,6004 S County Road G,53546,Rock University High School
1349,100130000269,Middle,1001300.0,Red Clay Consolidated School District,Dupont (H.B.) Middle School,DE,New Castle County,Hockessin,735 Meeting House Road,19707,Dupont (H.B.) Middle School
1350,A0900093,Combined Elem/Sec,Nan,Nan,Birchwood Christian School,AK,Anchorage,Chugiak,22208 BIRCHWOOD LOOP RD,99567,Birchwood Christian School
1351,410198000271,High,4101980.0,Bend-Lapine Administrative Sd 1,Mountain View Senior High School,OR,Deschutes County,Bend,2755 NE 27th St,97701,Mountain View Senior High School
1352,A0700765,Combined Elem/Sec,Nan,Nan,St Nicholas Orthodox Academy,GA,Fulton,Atlanta,543 CHEROKEE AVE SE,30312,St Nicholas Orthodox Academy
1353,A0502317,Elementary,Nan,Nan,Champion Baptist Academy,NJ,Atlantic,Absecon,512 S PITNEY RD,08205,Champion Baptist Academy
1354,180999001604,Elementary,1809990.0,Scott County School District 1,Austin Elementary School,IN,Scott County,Austin,401 S Hwy 31,47102,Austin Elementary School
1355,320006000077,Elementary,3200060.0,Clark County School District,Lee Antonello Elementary School,NV,Clark County,North Las Vegas,1101 W. Tropical Pkwy,89031,Lee Antonello Elementary School
1356,470267000950,High,4702670.0,Marshall County,Forrest School,TN,Marshall County,Chapel Hill,310 North  Horton PKWY,37034,Forrest School
