random_order,id,sch_level,dist_id,dist_name,sch_name,lstate,county,city,lat,lon,street,zip,private
1225,403024002742,Elementary,4000769,LIGHTHOUSE ACADEMY (CHARTER),TULSA LEGACY CHARTER SCHL INC,OK,TULSA COUNTY,TULSA,36,-96,105 East 63rd Street North,74126,
1226,302847000791,Elementary,3028470,WINNETT K-12 SCHOOLS,Winnett School,MT,PETROLEUM COUNTY,WINNETT,47,-108,305 S Broadway,59087,
1227,450144001691,Middle,4501440,CHARLESTON 01,Camp Road Middle,SC,CHARLESTON COUNTY,CHARLESTON,33,-80,1484 Camp Road,29412,
1228,350006000920,Elementary,3500060,ALBUQUERQUE PUBLIC SCHOOLS,MOUNTAIN MAHOGANY COMMUNITY SCHOOL,NM,BERNALILLO COUNTY,ALBUQUERQUE,35,-107,5014 4TH STREET NW,87107,
1229,250007301750,High,2500073,SIZER SCHOOL: A NORTH CENTRAL CHARTER ESSENTIAL (DISTRICT),Sizer School: A North Central Charter Essential School,MA,WORCESTER COUNTY,FITCHBURG,43,-72,500 Rindge Road,1420,
1230,00489101,Elementary,,,SACRED HEART SCHOOL,KS,NESS,NESS CITY,38,-100,510 S SCHOOL ST,67560,1
1231,500489000164,Elementary,5004890,ISLE LA MOTTE SCHOOL DISTRICT,Isle La Motte Elementary School,VT,GRAND ISLE COUNTY,ISLE LA MOTTE,45,-73,534 School Street,5463,
1232,00752425,Elementary,,,SACRED HEART ELEMENTARY SCHOOL,MO,ST. LOUIS,EUREKA,39,-91,350 E 4TH ST,63025,1
1233,01514933,Combined elem/sec,,,UNION GROVE CHRISTIAN SCHOOL,WI,RACINE,UNION GROVE,43,-88,417 15TH AVE,53182,1
1234,A1101443,Combined elem/sec,,,YESHIVA DAY SCHOOL OF LAS VEGAS,NV,CLARK,HENDERSON,36,-115,55 N VALLE VERDE DR,89074,1
1235,00253437,Elementary,,,SHERIDAN SCHOOL,DC,DISTRICT OF COLUMBIA,WASHINGTON,39,-77,4400 36TH ST NW,20008,1
1236,550039002547,High,5500390,APPLETON AREA SCHOOL DISTRICT,Tesla Engineering Charter School,WI,OUTAGAMIE COUNTY,APPLETON,44,-88,2121 Emmers Dr,54915,
1237,390485303295,High,3904853,SOUTHERN LOCAL,Southern High School,OH,MEIGS COUNTY,RACINE,39,-82,920 Elm St,45771,
1238,250279002677,Middle,2502790,BOSTON,Higginson/Lewis K-8,MA,SUFFOLK COUNTY,ROXBURY,42,-71,131 Walnut Avenue,2119,
1239,A9106250,Elementary,,,ASHLEY ACADEMY,TN,WASHINGTON,JOHNSON CITY,36,-82,1502 KNOB CREEK RD,37604,1
1240,231481223141,High,2314812,BAXTER ACADEMY FOR TECHNOLOGY AND SCIENCE,Baxter Academy for Tech & Sciences,ME,CUMBERLAND COUNTY,PORTLAND,44,-70,175 Lancaster Street,4101,
1241,540024000153,Elementary,5400240,CLAY COUNTY SCHOOLS,LIZEMORE ELEMENTARY SCHOOL,WV,CLAY COUNTY,LIZEMORE,38,-81,100 LIZEMORE LION ROAD,25125,
1242,100017000029,High,1000170,CAPE HENLOPEN SCHOOL DISTRICT,Cape Henlopen High School,DE,SUSSEX COUNTY,LEWES,39,-75,1250 Kings Highway,19958,
1243,00425023,Elementary,,,MEADOW LANE SCHOOL,IN,LAGRANGE,LAGRANGE,42,-85,2450 S 300 W,46761,1
1244,A1702172,Combined elem/sec,,,SYLVA BAY ACADEMY,MS,JASPER,BAY SPRINGS,32,-89,PO BOX J,39422,1
1245,090171000308,Elementary,901710,GREENWICH SCHOOL DISTRICT,Riverside School,CT,FAIRFIELD COUNTY,RIVERSIDE,41,-74,90 Hendrie Ave.,6878,
1246,01922352,Combined elem/sec,,,CARAVEL ACADEMY,DE,NEW CASTLE,BEAR,40,-76,2801 DEL LAWS RD,19701,1
1247,00349163,Elementary,,,OUR LADY QUEEN OF PEACE SCHOOL,IL,MADISON,BETHALTO,39,-90,618 N PRAIRIE ST,62010,1
1248,320006000405,High,3200060,CLARK COUNTY SCHOOL DISTRICT,Cheyenne High School,NV,CLARK COUNTY,NORTH LAS VEGAS,36,-115,3200 W. Alexander Rd.,89032,
1249,490006301528,High,4900063,NO. UT. ACAD. FOR MATH ENGINEERING & SCIENCE,No. UT. Acad. of Math Engineering & Science Ogden,UT,WEBER COUNTY,OGDEN,41,-112,1265 Village Dr.  Dept. 4006,84408,
1250,390453202176,Elementary,3904532,COLUMBIANA EXEMPTED VILLAGE,Joshua Dixon Elementary School,OH,COLUMBIANA COUNTY,COLUMBIANA,41,-81,333 N Middle St,44408,
1251,AA890514,Elementary,,,COVENANT CHRISTIAN SCHOOL,MS,YAZOO,YAZOO CITY,33,-90,PO BOX 1108,39194,1
1252,A0700370,Combined elem/sec,,,WATERSHED SCHOOL,CO,BOULDER,BOULDER,40,-105,1661 ALPINE AVE,80304,1
1253,171337003896,Middle,1713370,EDGAR COUNTY CUD 6,Chrisman-Scottland Jr High School,IL,EDGAR COUNTY,CHRISMAN,40,-88,23231 IL Highway 1,61924,
1254,A0300050,Elementary,,,GATEWAY CHRISTIAN SCHOOLS,AK,KETCHIKAN GATEWAY,KETCHIKAN,55,-132,3704 DENALI AVE,99901,1
1255,350016201098,High,3500060,ALBUQUERQUE PUBLIC SCHOOLS,HEALTH LEADERSHIP HIGH SCHOOL,NM,,ALBUQUERQUE,35,-107,1900 RANDOLPH RD. SE,87106,
1256,AA000446,Elementary,,,EISENHAUER RD BAPTIST SCHOOL,TX,BEXAR,SAN ANTONIO,29,-98,3950 EISENHAUER RD,78218,1
1257,272835001253,Elementary,2728350,PILLAGER PUBLIC SCHOOL DISTRICT,PILLAGER ELEMENTARY,MN,CASS COUNTY,PILLAGER,46,-94,323 E 2ND ST S,56473,
1258,00208406,Elementary,,,ST LOUIS ELEMENTARY SCHOOL,CO,ARAPAHOE,ENGLEWOOD,40,-105,3301 S SHERMAN ST,80113,1
1259,A1502400,Combined elem/sec,,,ADVENTIST ACADEMY OF SANTA FE,NM,SANTA FE,SANTA FE,36,-106,PO BOX 28327,87592,1
1260,320002200883,Elementary,3200022,ACHIEVEMENT SCHOOL DISTRICT,Democracy Prep at Agassi Elementary,NV,CLARK COUNTY,LAS VEGAS,36,-115,1201 W Lake Mead Blvd,89106,
1261,040034403467,Middle,400344,PATHWAYS KM CHARTER SCHOOLS INC (78890),Bella Vista Academy,AZ,MARICOPA COUNTY,SCOTTSDALE,34,-112,33401 N. 56th Street,85266,
1262,A9900179,Combined elem/sec,,,MARANATHA BAPTIST CHRISTIAN SCHOOL,AR,UNION,EL DORADO,33,-93,2165 SMACKOVER HWY,71730,1
1263,00349152,Elementary,,,ST JOHN THE EVANGELIST SCHOOL,IL,GREENE,CARROLLTON,39,-90,426 3RD ST,62016,1
1264,500570000200,Middle,5000410,MONTPELIER-ROXBURY UNIFIED UNION SCHOOL DISTRICT,Main Street School,VT,,MONTPELIER,44,-73,170 Main Street,5602,
1265,A9901966,Combined elem/sec,,,CHRISTIAN ACADEMY OF CARROLLTON,KY,CARROLL,CARROLLTON,39,-85,1703 EASTER DAY RD,41008,1
1266,02067813,Combined elem/sec,,,PIPESTEM CHRISTIAN ACADEMY,WV,SUMMERS,PIPESTEM,38,-81,9549 S SR 20,25979,1
1267,370297002826,Elementary,3702970,CHARLOTTE-MECKLENBURG SCHOOLS,Elon Park Elementary,NC,MECKLENBURG COUNTY,CHARLOTTE,35,-81,11425 Ardrey Kell Rd,28277,
1268,170020406201,Middle,1700204,ROCK ISLAND ROE,Coolidge RSSP,IL,ROCK ISLAND COUNTY,MOLINE,41,-90,3428 Ave of Cities,61265,
1269,240002701669,High,2400027,SEED SCHOOL OF MARYLAND,The Seed School of Maryland,MD,BALTIMORE CITY,BALTIMORE,39,-77,200 Font Hill Avenue,21223,
1270,K9500018,Elementary,,,CROSS ROADS PRESCHOOL & KINDERGARTEN,AZ,MARICOPA,PHOENIX,34,-112,7901 N CENTRAL AVE,85020,1
1271,02023092,Combined elem/sec,,,TRINITY CHRISTIAN SCHOOL,HI,HONOLULU,KAILUA,21,-158,875 AULOA RD,96734,1
1272,530111000203,Elementary,5301110,CENTRAL VALLEY SCHOOL DISTRICT,University Elementary School,WA,SPOKANE COUNTY,SPOKANE VALLEY,48,-117,1613 S University Rd,99206,
1273,050306001544,Middle,503060,BENTONVILLE SCHOOL DISTRICT,BRIGHT FIELD MIDDLE SCHOOL,AR,BENTON COUNTY,BENTONVILLE,36,-94,5101 SW BRIGHT RD,72712,
1274,00846948,Elementary,,,OUR LADY OF LAS VEGAS SCHOOL,NV,CLARK,LAS VEGAS,36,-115,3046 ALTA DR,89107,1
1275,411004000878,Elementary,4110040,PORTLAND SD 1J,Bridlemile Elementary School,OR,MULTNOMAH COUNTY,PORTLAND,45,-123,4300 SW 47th Dr,97221,
1276,180405000696,High,1804050,GREENFIELD-CENTRAL COM SCHOOLS,Greenfield-Central High School,IN,HANCOCK COUNTY,GREENFIELD,40,-86,810 N Broadway,46140,
1277,A9503105,Combined elem/sec,,,BRISBANE ACADEMY PREPARATORY SCHOOL,NC,MECKLENBURG,CHARLOTTE,35,-81,5901 STATESVILLE RD,28269,1
1278,361738001547,Middle,3617380,LINDENHURST UNION FREE SCHOOL DISTRICT,LINDENHURST MIDDLE SCHOOL,NY,SUFFOLK COUNTY,LINDENHURST,41,-73,350 S WELLWOOD AVE,11757,
1279,390159805979,Elementary,3901598,INSPIRE CHARTER SCHOOL - ELEMENTARY,Inspire Charter School - Elementary,OH,,COLUMBUS,40,-83,875 Michigan Ave,43215,
1280,00298106,Combined elem/sec,,,PINEWOOD CHRISTIAN ACADEMY,GA,EVANS,BELLVILLE,32,-82,PO BOX 7,30414,1
1281,450246000612,Middle,4502460,HAMPTON 02,Estill Middle,SC,HAMPTON COUNTY,ESTILL,33,-81,1450 Columbia Highway Suite B,29918,
1282,A1100433,Elementary,,,THE COTTAGE SCHOOL - TERRY,CO,BOULDER,LONGMONT,40,-105,1941 TERRY ST,80501,1
1283,A1500676,Elementary,,,HIGH ROAD SCHOOL OF WALLINGFORD -HARTFORD PRIMARY,CT,HARTFORD,HARTFORD,42,-73,55 WAVERLY ST,6112,1
1284,260105608577,High,2601056,WAY ACADEMY - FLINT,WAY Academy  Flint Flint Campus,MI,GENESEE COUNTY,FLINT,43,-84,817 E Kearsley St,48503,
1285,170993001054,Elementary,1709930,CITY OF CHICAGO SD 299,Reilly Elem School,IL,COOK COUNTY,CHICAGO,42,-88,3650 W School St,60618,
1286,A1301435,Combined elem/sec,,,PILGRIM CHRISTIAN SCHOOL,KS,RENO,HUTCHINSON,38,-98,5013 S DEAN RD,67501,1
1287,260031001754,Elementary,2600310,PREVAIL ACADEMY,Prevail Academy,MI,MACOMB COUNTY,MOUNT CLEMENS,43,-83,353 CASS AVE,48043,
1288,020057000254,Elementary,200570,NOME PUBLIC SCHOOLS,Nome Elementary,AK,NOME CENSUS AREA,NOME,64,-165,6th Ave/K St,99762,
1289,466627001128,Elementary,4666270,SIOUX FALLS SCHOOL DISTRICT 49-5,All City Elementary - 50,SD,MINNEHAHA COUNTY,SIOUX FALLS,44,-97,2511 W Brookings St,57104,
1290,370011302553,Elementary,3700113,PREEMINENT CHARTER SCHOOL,PreEminent Charter,NC,WAKE COUNTY,RALEIGH,36,-79,3815 Rock Quarry Road,27610,
1291,A0301508,Elementary,,,MAPLE LANE SCHOOL,IN,ALLEN,GRABILL,41,-85,13123 SPRINGFIELD CENTER RD,46741,1
1292,370192000798,High,3701920,GUILFORD COUNTY SCHOOLS,Ben L. Smith High School,NC,GUILFORD COUNTY,GREENSBORO,36,-80,2407 South Holden Road,27407,
1293,060001509084,Middle,600015,LUCERNE VALLEY UNIFIED,Lucerne Valley Middle,CA,SAN BERNARDINO COUNTY,LUCERNE VALLEY,34,-117,33233 Rabbit Springs Rd.,92356,
1294,A9703630,Combined elem/sec,,,TRINITY CHRISTIAN SCHOOL,WV,MONONGALIA,MORGANTOWN,40,-80,200 TRINITY WAY,26505,1
1295,01461978,Combined elem/sec,,,BELLEVUE CHRISTIAN SCHOOL,WA,KING,CLYDE HILL,48,-122,1601 98TH AVE NE,98004,1
1296,080192001321,High,801920,ACADEMY SCHOOL DISTRICT NO. 20 IN THE COUNTY OF EL PASO AN,RAMPART HIGH SCHOOL,CO,EL PASO COUNTY,COLORADO SPRINGS,39,-105,8250 LEXINGTON DRIVE,80920,
1297,A1303114,Combined elem/sec,,,HIGH ROAD SCHOOL OF PROVIDENCE,RI,PROVIDENCE,PROVIDENCE,42,-71,100 HOUGHTON ST,2904,1
1298,262598006249,Elementary,2625980,NORTHVILLE PUBLIC SCHOOLS,Silver Springs Elementary School,MI,WAYNE COUNTY,NORTHVILLE,42,-83,19801 SILVER SPRING DR,48167,
1299,130174004159,High,1301740,DEKALB COUNTY,Tapestry Public Charter School,GA,DEKALB COUNTY,DORAVILLE,34,-84,3130 Raymond Dr,30340,
1300,410690001797,Elementary,4106900,THREE RIVERS/JOSEPHINE COUNTY SD,Sunny Wolf Charter School,OR,JOSEPHINE COUNTY,WOLF CREEK,43,-123,100 Ruth Ave,97497,
1301,00599941,Elementary,,,IMMACULATE CONCEPTION,MA,SUFFOLK,REVERE,42,-71,127 WINTHROP AVE,2151,1
1302,330717000495,Middle,3307170,WINDHAM SCHOOL DISTRICT,Windham Middle School,NH,ROCKINGHAM COUNTY,WINDHAM,43,-71,112A Lowell Rd.,3087,
1303,A9103135,Combined elem/sec,,,THE BENEDICTINE SCHOOL,MD,CAROLINE,RIDGELY,39,-76,14299 BENEDICTINE LN,21660,1
1304,420012600848,Elementary,4200126,BEAR CREEK COMMUNITY CS,Bear Creek Community CS,PA,LUZERNE COUNTY,BEAR CREEK TOWNSHIP,41,-76,30 Charter School Way,18702,
1305,330147000007,Middle,3301470,AMHERST SCHOOL DISTRICT,Amherst Middle School,NH,HILLSBOROUGH COUNTY,AMHERST,43,-72,Cross Rd.,3031,
1306,341782000916,Elementary,3417820,WESTWOOD REGIONAL SCHOOL DISTRICT,Brookside Elementary School,NJ,BERGEN COUNTY,WESTWOOD,41,-74,20 LAKE DRIVE,7675,
1307,A9300335,Combined elem/sec,,,COLE VALLEY CHRISTIAN SCHOOLS,ID,ADA,MERIDIAN,44,-116,200 E CARLTON AVE,83642,1
1308,490000500801,Elementary,4900005,AMERICAN PREPARATORY ACADEMY - LEA,American Preparatory Academy - Draper #1,UT,SALT LAKE COUNTY,DRAPER,41,-112,12892 S PONY EXPRESS RD,84020,
1309,350015000136,Middle,3500150,AZTEC MUNICIPAL SCHOOLS,C.V. KOOGLER MIDDLE,NM,SAN JUAN COUNTY,AZTEC,37,-108,455 NORTH LIGHT PLANT RD,87410,
1310,440001400472,Middle,4400014,SEGUE INSTITUTE FOR LEARNING,Segue Inst for Learning,RI,PROVIDENCE COUNTY,CENTRAL FALLS,42,-71,325 Cowden Street,2863,
1311,A9304008,Combined elem/sec,,,UNION GROVE MENNONITE SCHOOL,PA,LANCASTER,EAST EARL,40,-76,1508 UNION GROVE RD,17519,1
1312,250711001067,High,2507110,LYNN,Classical High,MA,ESSEX COUNTY,LYNN,42,-71,235 O Callaghan Way,1905,
1313,130012000060,Middle,1300120,ATLANTA PUBLIC SCHOOLS,Price Middle School,GA,FULTON COUNTY,ATLANTA,34,-84,1670 Benjamin Weldon Bickers,30315,
1314,466546000576,Elementary,4665460,OGLALA LAKOTA COUNTY 65-1,Rockyford School - 03,SD,OGLALA LAKOTA COUNTY,PORCUPINE,43,-102,14 BIA 33,57772,
1315,370041003390,Elementary,3700410,MALLARD CREEK STEM ACADEMY,Mallard Creek STEM Academy,NC,MECKLENBURG COUNTY,CHARLOTTE,35,-81,9142 Browne Rd,28269,
1316,100079000096,Elementary,1000790,LAKE FOREST SCHOOL DISTRICT,Lake Forest North Elementary School,DE,KENT COUNTY,FELTON,39,-76,319 East Main Street,19943,
1317,280019201471,Middle,2800192,JOEL E. SMILLOW PREP,JOEL E. SMILOW PREP,MS,HINDS COUNTY,JACKSON,32,-90,787 E. NORTHSIDE DRIVE,39206,
1318,110004800388,Elementary,1100048,DC PREP PCS,DC Prep PCS - Edgewood ES,DC,DISTRICT OF COLUMBIA,WASHINGTON,39,-77,707 Edgewood St NE,20017,
1319,330329800713,Middle,3303298,THE FOUNDERS ACADEMY CHARTER SCHOOL DISTRICT,The Founders Academy Charter School (E),NH,HILLSBOROUGH COUNTY,MANCHESTER,43,-71,5 Perimeter Rd,3103,
1320,01295002,Elementary,,,ST PATRICK CATHOLIC SCHOOL,TN,HUMPHREYS,MC EWEN,36,-88,175 SAINT PATRICK ST,37101,1
1321,01262881,Elementary,,,ST ANDREW CATHOLIC SCHOOL,SC,HORRY,MYRTLE BEACH,34,-79,3601 N KINGS HWY,29577,1
1322,490017001456,Elementary,4900170,SCHOLAR ACADEMY,Scholar Academy,UT,TOOELE COUNTY,TOOELE,41,-112,928 N 100 E,84074,
1323,00810194,Elementary,,,ST WENCESLAUS ELEMENTARY SCHOOL,NE,DODGE,DODGE,42,-97,212 N LINDEN ST,68633,1
1324,490021000870,Elementary,4900210,DAVIS DISTRICT,West Clinton School,UT,DAVIS COUNTY,CLINTON,41,-112,2826 W 1800 N,84015,
1325,00231617,Elementary,,,ST PETER SCHOOL,CT,FAIRFIELD,DANBURY,41,-73,98 MAIN ST,6810,1
1326,A9100194,Combined elem/sec,,,UNION CHRISTIAN ACADEMY,AR,SEBASTIAN,FORT SMITH,35,-94,4201 WINDSOR DR,72904,1
1327,170993006454,High,1709930,CITY OF CHICAGO SD 299,Noble St Chtr-Hansberry Prep Slvr,IL,COOK COUNTY,CHICAGO,42,-88,8748 S Aberdeen St,60620,
1328,A0902071,Elementary,,,TRINITY LUTHERAN CLASSICAL SCHOOL,MT,CUSTER,MILES CITY,46,-106,221 S CENTER AVE,59301,1
1329,470159000626,High,4701590,HAMILTON COUNTY,Brainerd High School,TN,HAMILTON COUNTY,CHATTANOOGA,35,-85,1020  N  Moore RD,37411,
1330,350280000678,Middle,3502800,ZUNI PUBLIC SCHOOLS,ZUNI MIDDLE,NM,MCKINLEY COUNTY,ZUNI,35,-109,17 MID SCHOOL DR,87327,
1331,510027000098,Middle,5100270,ARLINGTON CO PBLC SCHS,JEFFERSON MIDDLE,VA,ARLINGTON COUNTY,ARLINGTON,39,-77,125 S Old Glebe Rd,22204,
1332,273384001590,Elementary,2733840,ST. PAUL PUBLIC SCHOOL DISTRICT,HIGHLAND PARK ELEMENTARY,MN,RAMSEY COUNTY,SAINT PAUL,45,-93,1700 SAUNDERS AVE,55116,
1333,421560006181,High,4215600,MONESSEN CITY SD,Monessen SHS,PA,WESTMORELAND COUNTY,MONESSEN,40,-80,1245 State Rd,15062,
1334,210299000703,Middle,2102990,JEFFERSON COUNTY,Crosby Middle,KY,JEFFERSON COUNTY,MIDDLETOWN,38,-86,303 Gatehouse Lane,40243,
1335,231188000933,Elementary,2314809,RSU 09,Academy Hill School,ME,FRANKLIN COUNTY,WILTON,45,-70,585 Depot St,4294,
1336,A0500820,Combined elem/sec,,,HOPE CHRISTIAN ACADEMY,CO,JEFFERSON,LITTLETON,40,-105,7462 S EVERETT ST,80128,1
1337,063045006676,Middle,601602,PINER-OLIVET CHARTER DISTRICT,Piner-Olivet Charter,CA,,SANTA ROSA,38,-123,2707 Francisco Ave.,95403,
1338,00326747,Elementary,,,HONGWANJI MISSION SCHOOL,HI,HONOLULU,HONOLULU,21,-158,1728 PALI HWY,96813,1
1339,A9502963,Combined elem/sec,,,GESHER YEHUDA,NY,KINGS,BROOKLYN,41,-74,49 AVE T,11223,1
1340,440105000275,Middle,4401050,TIVERTON,Tiverton Middle School,RI,NEWPORT COUNTY,TIVERTON,42,-71,10 Quintal Drive,2878,
1341,340096000016,Elementary,3400960,ATLANTIC CITY SCHOOL DISTRICT,Chelsea Heights School,NJ,ATLANTIC COUNTY,ATLANTIC CITY,39,-74,4101  Filbert Avenue,8401,
1342,A0903775,Combined elem/sec,,,VALLEY CHRISTIAN SCHOOL,WA,SPOKANE,SPOKANE VALLEY,48,-117,10212 E 9TH AVE,99206,1
1343,01432255,Elementary,,,ST AGNES SCHOOL,VA,ARLINGTON,ARLINGTON,39,-77,2024 N RANDOLPH ST,22207,1
1344,A0971606,Elementary,,,CREATIVE KIDS LEARNING CENTER,OK,CLEVELAND,OKLAHOMA CITY,35,-98,335 SW 134TH ST,73170,1
1345,00048541,Combined elem/sec,,,MARVELL ACADEMY,AR,PHILLIPS,MARVELL,35,-91,PO BOX 277,72366,1
1346,01923436,Combined elem/sec,,,COON RAPIDS CHRISTIAN,MN,ANOKA,COON RAPIDS,45,-93,11164 HANSON BLVD NW,55433,1
1347,A9503838,Combined elem/sec,,,HERMITAGE HALL,TN,DAVIDSON,NASHVILLE,36,-87,1220 8TH AVE S,37203,1
1348,550702002952,High,5507020,JANESVILLE SCHOOL DISTRICT,Rock University High,WI,ROCK COUNTY,JANESVILLE,43,-89,6004 S County Road G,53546,
1349,100130000269,Middle,1001300,RED CLAY CONSOLIDATED SCHOOL DISTRICT,duPont (H.B.) Middle School,DE,NEW CASTLE COUNTY,HOCKESSIN,40,-76,735 Meeting House Road,19707,
1350,A0900093,Combined elem/sec,,,BIRCHWOOD CHRISTIAN SCHOOL,AK,ANCHORAGE,CHUGIAK,61,-149,22208 BIRCHWOOD LOOP RD,99567,1
1351,410198000271,High,4101980,BEND-LAPINE ADMINISTRATIVE SD 1,Mountain View Senior High School,OR,DESCHUTES COUNTY,BEND,44,-121,2755 NE 27th St,97701,
1352,A0700765,Combined elem/sec,,,ST NICHOLAS ORTHODOX ACADEMY,GA,FULTON,ATLANTA,34,-84,543 CHEROKEE AVE SE,30312,1
1353,A0502317,Elementary,,,CHAMPION BAPTIST ACADEMY,NJ,ATLANTIC,ABSECON,39,-74,512 S PITNEY RD,8205,1
1354,180999001604,Elementary,1809990,SCOTT COUNTY SCHOOL DISTRICT 1,Austin Elementary School,IN,SCOTT COUNTY,AUSTIN,39,-86,401 S Hwy 31,47102,
1355,320006000077,Elementary,3200060,CLARK COUNTY SCHOOL DISTRICT,Lee Antonello Elementary School,NV,CLARK COUNTY,NORTH LAS VEGAS,36,-115,1101 W. Tropical Pkwy,89031,
1356,470267000950,High,4702670,MARSHALL COUNTY,Forrest School,TN,MARSHALL COUNTY,CHAPEL HILL,36,-87,310 North  Horton PKWY,37034,
1357,220004101630,Elementary,2200041,BELLE CHASSE ACADEMY,Belle Chasse Academy,LA,PLAQUEMINES PARISH,BELLE CHASSE,30,-90,100 Fifth Street NAS JRB,70037,
1358,180010202535,High,1800102,GARY MIDDLE COLLEGE,Gary Middle College,IN,LAKE COUNTY,GARY,42,-87,131 EAST 5TH AVE,46402,
1359,00540319,Elementary,,,HOLY ROSARY CATHOLIC SCHOOL,LA,LAFOURCHE,LAROSE,30,-90,PO BOX 40,70373,1
1360,A0901385,Combined elem/sec,,,CALVARY CHAPEL CHRISTIAN SCHOOL,HI,HONOLULU,AIEA,21,-158,98-1016 KOMO MAI DR,96701,1
1361,A1101876,Elementary,,,LEGACY CHRISTIAN ACADEMY,OK,TULSA,BROKEN ARROW,36,-96,1221 N ELM PL,74012,1
1362,160036000051,Middle,1600360,BOISE INDEPENDENT DISTRICT,FAIRMONT JUNIOR HIGH SCHOOL,ID,ADA COUNTY,BOISE,44,-116,2121 NORTH COLE ROAD,83704,
1363,050459000185,Elementary,504590,CONWAY SCHOOL DISTRICT,ELLEN SMITH ELEMENTARY SCHOOL,AR,FAULKNER COUNTY,CONWAY,35,-92,1601 S DONAGHEY AVE,72034,
1364,150003000268,Middle,1500030,HAWAII DEPARTMENT OF EDUCATION,Waimea Middle - PCCS,HI,HAWAII COUNTY,KAMUELA,20,-156,67-1229 Mamalahoa Hwy,96743,
1365,300327000043,High,3003270,BELFRY K-12 SCHOOLS,Belfry High School,MT,CARBON COUNTY,BELFRY,45,-109,200 Wisconsin,59008,
1366,411004000871,Elementary,4110040,PORTLAND SD 1J,Atkinson Elementary School,OR,MULTNOMAH COUNTY,PORTLAND,46,-123,5800 SE Division St,97206,
1367,01510076,Elementary,,,ST FRANCIS SCHOOL,WI,PIERCE,ELLSWORTH,45,-92,244 W WOODWORTH,54011,1
1368,420089007574,Elementary,4200890,PROVIDENT CS,Provident CS,PA,ALLEGHENY COUNTY,PITTSBURGH,40,-80,1400 Troy Hill Road,15212,
1369,468043000793,Elementary,4680430,YANKTON SCHOOL DISTRICT 63-3,Lincoln Elementary - 04,SD,YANKTON COUNTY,YANKTON,43,-97,815 Locust St,57078,
1370,450072001202,High,4500720,AIKEN 01,South Aiken High,SC,AIKEN COUNTY,AIKEN,34,-82,232 East Pine Log Road,29803,
1371,250004400816,High,2500044,PIONEER VALLEY PERFORMING ARTS CHARTER PUBLIC (DISTRICT),Pioneer Valley Performing Arts Charter Public School,MA,HAMPSHIRE COUNTY,SOUTH HADLEY,42,-73,15 Mulligan Drive,1075,
1372,130117000456,Middle,1301170,CLARKE COUNTY,Burney-Harris-Lyons Middle School,GA,CLARKE COUNTY,ATHENS,34,-83,1600 Tallassee Rd,30606,
1373,481371000864,Middle,4813710,CHARLOTTE ISD,CHARLOTTE MIDDLE,TX,ATASCOSA COUNTY,CHARLOTTE,29,-99,95 ROSE BLVD,78011,
1374,301875000974,Middle,3018750,MONFORTON ELEM,Monforton 6-8,MT,GALLATIN COUNTY,BOZEMAN,46,-111,6001 Monforton School Rd,59718,
1375,A0701757,Elementary,,,GRACE ACADEMY,NC,ROWAN,ROCKWELL,36,-80,6725 HWY 152 E,28138,1
1376,450231000460,High,4503901,SC PUBLIC CHARTER SCHOOL DISTRICT,Greenville Technical Charter High School,SC,GREENVILLE COUNTY,GREENVILLE,35,-82,506 Pleasantburg Drive #119,29607,
1377,02033114,Combined elem/sec,,,EAGLETON SCHOOL,MA,BERKSHIRE,GREAT BARRINGTON,42,-73,446 MONTEREY RD,1230,1
1378,01263568,Combined elem/sec,,,CALHOUN ACADEMY,SC,CALHOUN,SAINT MATTHEWS,34,-81,PO BOX 526,29135,1
1379,450390101703,Middle,4503901,SC PUBLIC CHARTER SCHOOL DISTRICT,Midlands Arts Conservatory,SC,,COLUMBIA,34,-81,3806 North Main Street,29203,
1380,AA000962,Elementary,,,MONTESSORI ACADEMY,TN,DAVIDSON,BRENTWOOD,36,-87,6021 CLOVERLAND DR,37027,1
1381,A0970833,Elementary,,,GOD'S LITTLE ANGELS CHRISTIAN ACADEMY,GA,FULTON,EAST POINT,34,-84,3066 WASHINGTON RD,30344,1
1382,120087003179,High,1200870,HILLSBOROUGH,BLAKE HIGH SCHOOL,FL,HILLSBOROUGH COUNTY,TAMPA,28,-82,1701 N BOULEVARD,33607,
1383,330594000392,Elementary,3305940,ROCHESTER SCHOOL DISTRICT,East Rochester School,NH,STRAFFORD COUNTY,E. ROCHESTER,43,-71,773 Portland St.,3868,
1384,A0701474,Combined elem/sec,,,EASTERSEALS LANCASTER SCHOOL,NH,COOS,LANCASTER,44,-72,PO BOX 311,3584,1
1385,00517196,Combined elem/sec,,,ANCHORED CHRISTIAN SCHOOL,KY,WARREN,BOWLING GREEN,37,-86,1807 CAVE MILL RD,42104,1
1386,240009001571,Elementary,2400090,BALTIMORE CITY PUBLIC SCHOOLS,The Green School of Baltimore,MD,BALTIMORE CITY,BALTIMORE,39,-77,2851 Kentucky Avenue,21213,
1387,272124001896,High,2721240,MINNEAPOLIS PUBLIC SCHOOL DISTRICT,BASIC SKILLS-4,MN,HENNEPIN COUNTY,MINNEAPOLIS,45,-93,1250 W BROADWAY AVE,55411,
1388,AA001291,Elementary,,,SIOUX FALLS ADVENTIST SCHOOL,SD,MINNEHAHA,SIOUX FALLS,44,-97,7100 E 26TH ST,57110,1
